2020-07-03 09:00	0.0
2020-07-03 10:00	0.0
2020-07-03 11:00	0.0
2020-07-03 12:00	0.0
2020-07-03 13:00	0.0
2020-07-03 14:00	0.0
2020-07-03 15:00	0.0
2020-07-03 16:00	0.0
2020-07-03 17:00	0.0
2020-07-03 18:00	0.0
2020-07-03 19:00	0.0
2020-07-03 20:00	0.0
2020-07-03 21:00	0.0
2020-07-03 22:00	0.0
2020-07-03 23:00	0.0
2020-07-04 00:00	0.0
2020-07-04 01:00	0.0
2020-07-04 02:00	0.0
2020-07-04 04:00	0.0
2020-07-04 05:00	0.0
2020-07-04 06:00	0.0
2020-07-04 07:00	0.0
2020-07-04 08:00	0.0
2020-07-04 09:00	0.0
2020-07-04 10:00	0.0
2020-07-04 11:00	0.0
2020-07-04 12:00	0.0
2020-07-04 13:00	0.0
2020-07-04 14:00	0.0
2020-07-04 15:00	0.0
2020-07-04 16:00	0.0
2020-07-04 17:00	0.0
2020-07-04 18:00	0.0
2020-07-04 19:00	0.0
2020-07-04 20:00	0.0
2020-07-04 21:00	0.0
2020-07-04 22:00	0.0
2020-07-04 23:00	0.0
2020-07-05 00:00	0.0
2020-07-05 01:00	0.0
2020-07-05 02:00	0.0
2020-07-05 03:00	0.0
2020-07-05 04:00	0.0
2020-07-05 05:00	0.0
2020-07-05 06:00	0.0
2020-07-05 07:00	0.0
2020-07-05 08:00	0.0
2020-07-05 09:00	0.0
2020-07-05 10:00	0.0
2020-07-05 11:00	0.0
2020-07-05 12:00	0.0
2020-07-05 13:00	0.0
2020-07-05 14:00	0.0
2020-07-05 15:00	0.0
2020-07-05 16:00	0.0
2020-07-05 17:00	0.0
2020-07-05 18:00	0.0
2020-07-05 19:00	0.0
